molecule_id,smiles,gap
1231,C[N+]1(C)CCN(c2ccccc2)CC1,
1232,NCCCCCCCCCCN,
1233,c1cnc2c(c1)ccc1cccnc12,
1234,OC1Cc2c(cc3ccc4cccc5ccc2c3c45)C(O)C1O,
1235,O=C1c2ccc(O)cc2C(=O)c2c1ccc(O)c2O,
1236,CCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCC,
1237,CNNC,
1238,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC,
1239,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC,
1240,CC1(OC(=O)c2cc(O)c(O)c(O)c2)CC(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1,
1241,Cn1c(=O)c2ncn(C)c2n(C)c1=O,
1242,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NCC(=O)CNC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,
1243,CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CC)c1=O,
1244,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,
1245,CCCn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(CCC)c1=O,
1246,[H]/N=C(\N)SCCc1cccc(CCS/C(N)=N/[H])c1,
1247,[H][O+]=C1C2CCCCC2C(O)C2CCCCC12,
1248,OCC1NCC(O)C1O,
1249,[H]/N=C(\N)SCCc1ccc(CCS/C(N)=N/[H])cc1,
1250,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,
1251,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NNC(=O)NNC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,
1252,O=c1[nH]ccc2c(O)cccc12,
1253,C=CC1(C)CC(=O)C2C3(C)CCCC(C)(C)C3C(O)C(OC(C)=O)C2(C)O1,
1254,c1ccc2c(N3CCNCC3)cccc2c1,
1255,O=c1ccn(C2OC(CO)C3OC32)c(=O)[nH]1,
1256,NCCN1CCCC1,
1257,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,
1258,COc1ccccc1N1CCNCC1,
1259,O=C(O)c1cc(C=Cc2cc(O)ccc2O)ccc1O,
1260,Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1,
1261,O=C1CC(=O)N(C2OC(COP(=O)(O)O)C(O)C2O)C(=O)N1,
1262,CCC(=O)c1ccc(F)c(C2CC2NC(=O)Nc2ccc(Br)cn2)c1O,
1263,CC1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,
1264,O=C(Nc1ccccn1)Nc1cccc2c1C1CCCN1C2=O,
1265,NC(N)=N/C(N)=N/c1cccc(Cl)c1,
1266,Clc1cccc(N2CCNCC2)c1,
1267,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NNC(=O)NNC(=O)c1cccc(OCc2ccccc2)c1,
1268,CC(C)CC(C(=O)NCC(O)CNS(=O)(=O)c1ccccn1)c1cccc(-c2ccccc2)c1,
1269,CCC(C)C(NC(=O)C1CCCN1CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1)C(=O)NC(C(N)=O)C(C)C,
1270,FC(F)(F)c1ccccc1-n1ccnc1,
1271,COc1ccc(OCCCCCCn2ccnc2)c(Cl)c1,
1272,CC(C)CC(NC(=O)c1ccncc1)C(=O)NCC(O)CNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,
1273,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC1CN(C(=O)C(CC(C)C)NC(=O)OCc2ccccc2)CC1=O,
1274,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,
1275,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O,
1276,C=CCn1c(=O)c2c(nc(-c3ccc(S(=O)(=O)O)cc3)n2C)n(C)c1=O,
1277,NC1(C(=O)O)CCCCC1,
1278,Nn1nnc2ccccc21,
1279,NC1(C(=O)O)CCCC(C(=O)O)C1,
1280,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,
1281,O=C(c1ccc2c(c1)OCO2)N1CCCCC1,
1282,COc1ccc(S(=O)(=O)N2CN(Cc3ccccc3)C(=O)CC2C(=O)NO)cc1,
1283,COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccccc1,
1284,Nc1ccnc2c1ncn2C1OC(CO)C(O)C1O,
1285,OCC1NCC(O)C(O)C1O,
1286,CCOC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NNCCCCN,
1287,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)COCCCCCCCCCCCCCCCC,
1288,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,
1289,CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC,
1290,CCCCCCCCCCCCCCCCOCC(CO)OC(C)=O,
1291,CCCCCCCCCCCCCCCCOCC(CO)OC,
1292,CCCCCCCCCCOCC(COCC(F)(F)F)OP(=O)(O)OC,
1293,Cc1cc2c(c(O)c1C)C(=O)c1ccccc1C2=O,
1294,CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1,
1295,Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21,
1296,CN1CC=C(c2ccccc2)CC1,
1297,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCCC3COc3ccccc3)ccc21,
1298,Cn1ccnc1,
1299,Cn1c(N)c2ncn(C3OC(CO)C(O)C3O)c2nc1=O,
1300,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,
1301,CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC,
1302,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(C)=O,
1303,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)cc2)cc1,
1304,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CCO)COC(=O)CCCCCCCCCCCCCCCCC,
1305,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,
1306,CCCCCC=CCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,
1307,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,
1308,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,
1309,N#Cc1cccc(CC(NC(=O)C2CCCN2C(=O)C(N)Cc2ccccc2)B(O)O)c1,
1310,CCN(CC)C(C)C(=O)N1c2ccccc2Sc2ccccc21,
1311,CCCCCC=CC=CC(O)CC=CCC=CCCCC(=O)O,
1312,CCCCCC=CCC1OC1CC=CCC=CCCCC(=O)O,
1313,CC(C)CCNCC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(C(C)C)C(=O)N1,
1314,CCCCCC(O)C=CC1OC(=O)CC(O)C1CC=CCCCC(=O)O,
1315,COc1cccc2c1C(=O)c1c(cc3c(c1O)C(OC1CC(N)C(O)C(C)O1)CC(O)(C(C)=O)C3)C2=O,
1316,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C(=O)O)CC21,
1317,O=C(O)CCCC=CCC=CC=CC(O)CC=CCCCCCO,
1318,CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O,
1319,CCCCCC(O)C=CC=CCC=CCCCC(=O)O,
1320,CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)OO,
1321,CCCCCC1OC1CC=CCCCCCCCC(=O)O,
1322,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3OC(C)=O,
1323,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)CC4)OC(C)C(C)C3N,
1324,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3N=[N+]=[N-],
1325,COCCCCCCCCCCCC(=O)O,
1326,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3=O,
1327,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3S,
1328,CCCCCCCNC1CCCC1CCCCCCC(=O)O,
1329,CCCCCC(O)C=CC=CCCCCCCCC(=O)O,
1330,CCCCCC(O)C=CC=CCC=CCCCCC(=O)O,
1331,CCCCCC(C=CC=CCCCCCCCC(=O)O)OO,
1332,CCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O,
1333,CCCCCC(O)CCC1C(O)CC(=O)C1CCCCCCC(=O)O,
1334,CCCCC(=O)C=CC=CCCCCCCCC(=O)O,
1335,CCCCCC#CCC(O)C=CC=CC=CC(O)CCCC(=O)O,
1336,CCCCCC1OC1CC=CCC=CCC=CCCCC(=O)O,
1337,C/C(N)=N\Cc1cccc(CN)c1,
1338,CCCCCC(O)C=CC=CCCCCCCCCCC(=O)O,
1339,CCC=CCC(O)C=CC=CCC=CCC=CCCCC(=O)O,
1340,CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O)O,
1341,CCCCCC(O)C=CC=CCC=CCCCCCCC(=O)O,
1342,CCCCCC(C=CC=CCCCCCCCCCC(=O)O)OO,
1343,CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)OO,
1344,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO,
1345,CCCCCC(=O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,
1346,CCCCCC(=O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,
1347,CCCCCC(=O)C=CC=CCC=CCC=CCCCC(=O)O,
1348,CCCCCC=CC=C1C(=O)C=CC1CC=CCCCC(=O)O,
1349,CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,
1350,C=CCCCCCC=CC(O)C#CC#CC(O)C=C,
1351,C=CCCCCCC=CCC#CC#CC(O)C=C,
1352,CC1=CC2OC(=O)C(N(C)C)C2CCC(C)=CCCC(C(=O)O)=CCC1,
1353,C#CCCCCCCCCCCCCCCCC(=O)O,
1354,O=C(O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)CCc1ccccc1,
1355,C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C,
1356,CC12CCC(=NOCC(=O)O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,
1357,CC(O)CCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,
1358,CC(O)CCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,
1359,COc1ccc(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)c(Cl)c1,
1360,O=c1onc2cnc3ccccc3n12,
1361,OC1Cc2c(ccc3cc4ccccc4cc23)C(O)C1O,
1362,COC1(C)C(C)(O)C(CO)OC1(C)n1cnc2c(N)ncnc21,
1363,O=c1ccn(C2CC(F)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,
1364,Nc1ncnc2c1ncn2C1CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,
1365,Nc1ccn(C2CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,
1366,CC1OC(n2cnc3c(N)ncnc32)CC1OP(=O)(O)O,
1367,CCOc1ccc(-c2nc3ccc(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)cc3[nH]2)cc1,
1368,CC1OC(n2ccc(=O)[nH]c2=O)CC1O,
1369,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=O,
1370,Nc1ncnc2c1ncn2C1CC(OP(=O)(O)O)C(CO)O1,
1371,Nc1ncnc2c1ncn2C1C=CC(O)C1O,
1372,CCCCCCCCC=CCCCCCC(O)Cc1cc(O)ccc1O,
1373,CC(C)=CCc1c(O)ccc(C2COc3cc(O)ccc3C2=O)c1O,
1374,C=CC1C(OC2OC(CO)C(O)C(OC(C)=O)C2O)OC=C2C(=O)N3CCC4c5ccccc5NC4C3CC21,
1375,OCC1NC(CO)C(O)C1O,
1376,NC(CCCC[B-](O)(O)O)C(=O)O,
1377,c1ccc(-c2ccccn2)nc1,
1378,O=S(=O)(Nc1cccc(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs1,
1379,CCCCCC(O)C=CC1OC(O)CC(O)C1CC=CCC(=O)O,
1380,CC[n+]1c(C)c(C(=O)OC(C)C)c(-c2ccccc2Cl)c(C(=O)O)c1C(=O)O,
1381,CCCCCC(O)C=CC1C(O)CC(O)C1CC(=O)CCC(=O)O,
1382,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,
1383,CCCCCCC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,
1384,COC(=O)COc1cc(Cl)c(Cl)cc1Cl,
1385,Oc1c(Br)cc(Br)cc1Br,
1386,Nc1nc(N)c2c(n1)NCC(c1ccccc1)N2,
1387,NCc1ccc(Cl)cc1Cl,
1388,O=C(O)COc1ccc(Cl)cc1Cl,
1389,CCCCCCC(C)OC(=O)COc1ccc(Cl)cc1Cl,
1390,COC(=O)COc1ccc(Cl)cc1Cl,
1391,O=C(O)CCCOc1ccc(Cl)cc1Cl,
1392,COC(=O)CCCOc1ccc(Cl)cc1Cl,
1393,O=C(O)c1ccc(O)cc1O,
1394,COc1ccc(S(=O)(=O)Nc2cc([N+](=O)[O-])ccc2OC)cc1,
1395,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,
1396,OCC1OC(CO)C(O)C1O,
1397,O=P(O)(O)OCC1OC(COP(=O)(O)O)C(O)C1O,
1398,NC(NC1CCC1)c1ccc(-c2ccc(-c3ccc(C(N)NC4CCC4)cc3)o2)cc1,
1399,NC(NC1CCCCC1)c1ccc(-c2ccc(-c3ccc(C(N)NC4CCCCC4)cc3)o2)cc1,
1400,Cc1cc(CCCOc2c(C)cc(-c3nnn(C)n3)cc2C)on1,
1401,[H]/N=C(\N)c1ccc(CC2CCCCC(Cc3ccc(/C(N)=N/[H])cc3)C2=O)cc1,
1402,CC1=CC(C(=O)NC2CCC(c3cnc(N)[nH]3)CC2)n2c(=O)n(CC(c3ccccc3)c3ccccc3)c(=O)n2C1,
1403,[H]/N=C(\N)C1CCC(CNC(=O)C2C=C(C)Cn3c(=O)n(CC(c4ccccc4)c4ccccc4)c(=O)n32)CC1,
1404,COc1ccc(O)c(-c2nc3ccc(C(N)=[NH2+])cc3[nH]2)c1,
1405,[H]/N=C(\N)c1ccc2nc(-c3cc(OC)ccc3O)[nH]c2c1,
1406,[H]/N=C(\N)c1ccc2nc(-c3cccc(-c4ccccc4)c3O)[nH]c2c1,
1407,NC(=[NH2+])c1ccc2nc(-c3ccccc3O)[nH]c2c1,
1408,[H]/N=C(\N)c1ccc2nc(-c3ccccc3O)[nH]c2c1,
1409,NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3O)cc2c1,
1410,[H]/N=C(\N)c1ccc2[nH]c(-c3ccccc3O)cc2c1,
1411,NC(=[NH2+])c1ccc2nc(-c3ccc[nH]c3=O)[nH]c2c1,
1412,[H]/N=C(\N)c1ccc2nc(-c3ccc[nH]c3=O)[nH]c2c1,
1413,COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1,
1414,NC(=[NH2+])c1ccc2nc(-c3ncccc3O)[nH]c2c1,
1415,[H]/N=C(\N)c1ccc2nc(-c3ncccc3O)[nH]c2c1,
1416,COc1cccc(N2C=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,
1417,Nc1ccc(C2NC(CO)C(O)C2O)cc1,
1418,O=C(O)C(Nc1ccc(Br)cc1)C(=O)O,
1419,CC(C)(Oc1ccc(CCCN(CCc2c(F)cccc2Cl)C(=O)Nc2cccc(Cl)c2Cl)cc1)C(=O)O,
1420,C[N+](C)(C)CCC(=O)c1cccc2ccccc12,
1421,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)NC1C(=O)NC(CO)Cc1ccccc1,
1422,CCCCNCCS,
1423,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCSC2,
1424,OCCNc1ncnc2c1nc1ccccn12,
1425,Cc1ncc(COP(=O)(O)O)c(CNC(C)(CC(=O)O)C(=O)O)c1O,
1426,[H]/N=C(\N)C1CCC(CNC(=O)C2C=CCn3c(=O)n(CCS(=O)(=O)c4ccc(Br)cc4)c(=O)n32)CC1,
1427,CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(N)c1=O)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,
1428,CC(C)C(NC(=O)Cn1c(-c2ccc(N)cc2)ncc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,
1429,CC(=O)NCC1NCC(O)C(O)C1O,
1430,CC(=O)NC(C=O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,
1431,CC(=O)NC1C(O)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O,
1432,Cn1c(N)nc2ncc(-c3ccccc3)cc21,
1433,CC(N)(CO)CO,
1434,Cc1ccnc(N)c1,
1435,CC1CCN=C(N)S1,
1436,Nc1ncc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1,
1437,Cc1cc(C)cc(S(=O)(=O)c2cccc(N)c2C#N)c1,
1438,CN(CC1(C)OCCO1)S(=O)(=O)c1ccccc1N,
1439,Nc1ccc2c(c1)Cc1ccccc1-2,
1440,c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,
1441,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)CO,
1442,O=C(O)C(CI)Cc1ccccc1,
1443,Cc1c(-c2ccc(-c3ccccc3)cc2)nc2ccc(F)cc2c1C(=O)O,
1444,CC(CSCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(=O)O,
1445,OCC1OC(O)C(Cl)C(O)C1O,
1446,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,
1447,OCC1OC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)C(O)C1O,
1448,Nc1nc(Cl)nc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O,
1449,Nc1nc(Cl)nc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,
1450,CC(O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,
1451,NCC(O)C1CCCCCCC1,
1452,C=CC(Cl)(CBr)CCC(Br)C(C)(C)Cl,
1453,CC(=O)NC1C(O)C=C(C(=O)O)OC1C(O)C(O)CO,
1454,NC(CO)C(O)C(O)C(O)COP(=O)(O)O,
1455,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,
1456,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COCCCCCCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C,
1457,CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,
1458,CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C,
1459,CCOC(=O)CN(c1ccccc1C(=O)OC)S(=O)(=O)c1ccc(C)cc1,
1460,CCCCCCCCCCCCCCC(F)C(=O)O,
1461,CCCCCCCc1cc(=O)c2ccccc2n1O,
1462,CC(C)CC(C(=O)O)C(=O)NO,
1463,CCCCCCCCCCCCC(O)C(=O)O,
1464,NCC(O)(CS(=O)(=O)O)c1ccc(Cl)cc1,
1465,NC1=NC2C(CSC2CCCCC(=O)O)N1,
1466,COC(=O)C=Cc1ccc(C(=O)NCC(=O)NC(CCC(=O)OC)C(=O)NC(CC(C)C)C(N)=O)cc1,
1467,OCCS,
1468,[Na+].[O-][n+]1ccccc1[S-],
1469,On1ccccc1=S,
1470,CCCCCCCCCCCCCCCC(=O)NCC(CC(C[N+](C)(C)C)OP(=O)([O-])O)OC,
1471,CCCCCCCCCCCCCCCC(=O)NCC(CC(C[N+](C)(C)C)OP(=O)(O)O)OC,
1472,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,
1473,Cc1[nH]c2ccc(O)cc2c1CCN,
1474,CNC(C)C(=O)c1ccccc1,
1475,C[n+]1ccc2c(c1)[nH]c1ccc(O)c(Br)c12,
1476,C[n+]1ccc2c(c1)[nH]c1cc(Br)c(O)cc12,
1477,CSc1nc(N)c2ncn(C3OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C3O)c2n1,
1478,CSc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,
1479,CSc1nc(N)c2ncn(C3OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C3O)c2n1,
1480,CSc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,
1481,O=C(O)c1ccc(OC(=O)N(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c1,
1482,O=c1[nH]n(CCc2ccccc2)c(=O)c2ccccc12,
1483,Nc1nc(Nc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O,
1484,CC(C)CCNCC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1,
1485,O=C(O)CCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O,
1486,O=C(O)CCCC(O)C=CC=CC=CC(O)CC=CCCCCCO,
1487,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(O)C(C)(C)O,
1488,CC(C)C(C)CCC(C)C1CCC2C3CC(OS(=O)(=O)[O-])C4CC(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])CC4(C)C3CCC12C,
1489,CC(C)C(C)CCC(C)C1CCC2C3CC(OS(=O)(=O)O)C4CC(OS(=O)(=O)O)C(OS(=O)(=O)O)CC4(C)C3CCC12C,
1490,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,
1491,CCC(C)(C)C(C)CCC(C)C1CCC2C3CC(OS(=O)(=O)[O-])C4CC(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])CC4(C)C3CCC12C,
1492,CCC(C)(C)C(C)CCC(C)C1CCC2C3CC(OS(=O)(=O)O)C4CC(OS(=O)(=O)O)C(OS(=O)(=O)O)CC4(C)C3CCC12C,
1493,CC(=O)OC1CCC2(C)C3CC(=O)C(=C(C)C=CC=C(C)C(O)CC=C(C)C)C3(C)CCC2C1(C)CO,
1494,CC(=O)OC(CC=C(C)C)C(C)=CC=CC(C)=C1C(=O)CC2C1(C)CCC1C(C)(CO)C(OC(C)=O)CCC21C,
1495,NCCOB(c1ccccc1)c1ccccc1,
1496,CN(C)c1ncnc2c1ncn2C1OC(CO)C(N)C1O,
1497,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,
1498,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CC1O,
1499,CC(=O)OC1CC(n2cc(C)c(=O)[nH]c2=O)OC1COP(=O)(O)OP(=O)(O)Oc1ccccc1,
1500,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C1O,
1501,COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,
1502,CNC1CC2OC(C)(C1OC)n1c3c(O)cccc3c3c4c(c5c6cc(O)ccc6n2c5c31)C(=O)NC4,
1503,CN(N=O)c1ccc(O)c(O)c1,
1504,NCc1ccc(Cl)c(Cl)c1,
1505,O=c1oc(Cl)c(Cl)c2ccccc12,
1506,O=C1NCC=CN1C1OC(CO)C(O)C1O,
1507,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)N(Cc1cccs1)CC2O,
1508,COc1ccc(N2CC(O)c3cc(S(N)(=O)=O)sc3S2(=O)=O)cc1,
1509,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,
1510,CC(N)Cc1ccc2c(c1)OCO2,
1511,CNC(C)Cc1ccc2c(c1)OCO2,
1512,Nc1cc(N)c2c(=O)[nH][nH]c(=O)c2c1,
1513,Cc1cn(C2CC(OP(=O)(O)O)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,
1514,CC(C)CC(CC(=O)NO)C(=O)NC(C(=O)NC(C)C(=O)NCCN)C(C)(C)C,
1515,CC(N)C(CCCCCC(=O)O)CC(=O)O,
1516,O=C(O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(N2CCC(c3ccccc3)CC2)cc1,
1517,Oc1ccc2c(Cc3ccc(CN4CCCC4)c(Br)c3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,
1518,CCCCN(CCCC)CCCN,
1519,CC1CN1C1=CC(=O)c2c(c(CO)c(-c3ccccc3)n2C)C1=O,
1520,O=C(O)C(=O)Nc1cc2ccccc2cc1C(=O)O,
1521,O=C(O)c1ncccc1CP(=O)(O)O,
1522,C=CCS(=O)CC=CS,
1523,[H]/N=C(\N)c1cccc(C(=O)NC(C(=O)N2CCC(C(=O)c3ccccc3)CC2)c2ccccc2)c1,
1524,O=CN1CCN(c2ccc(CC3C(=O)Nc4ccccc43)cc2)CC1,
1525,Oc1ccc2c(Cc3ccc(OCCN4CCCC4)cc3)c(-c3ccc(OCCN4CCCC4)nc3)sc2c1,
1526,c1ccc2c(Cc3ccc(OCCN4CCCC4)cc3)c(-c3ccc(OCCN4CCCC4)cc3)sc2c1,
1527,CNS(=O)(=O)Nc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,
1528,CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C=O)CC(=O)C=C(C)C)C(O)CC4(C)C3=CCC2C1(C)C(=O)O,
1529,CC1CCC2N(C1)CC1C3CC4C(CC(=O)C5CC(Cl)CCC54C)C3CCC1C2(C)O,
1530,Nc1ncn[nH]1,
1531,NC(Cc1ccccc1)C(=O)CCl,
1532,NCC(CP(=O)(O)O)c1ccc(Cl)cc1,
1533,NC1(Cc2ccccc2)CCN2CCC(C=O)N2C1=O,
1534,CCN(c1ccccc1)S(=O)(=O)c1ccc(Oc2ccccc2)c(N)c1,
1535,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(CC(C)C)NC(=O)c1ccc(N)cc1,
1536,NC(=O)c1cccc(N)c1,
1537,NCCCS(=O)(=O)O,
1538,N#CCCN,
1539,CC1CCC2N(C1)CC1C3CC4C(CC(=O)C5CC(Br)CCC54C)C3CCC1C2(C)O,
1540,O=[N+]([O-])c1cccc2c(Br)[nH]nc12,
1541,CC(C)C1CNC(C(=O)O)C1CC(=O)O,
1542,Nc1nccc2c1ncn2C1OC(CO)C(O)C1O,
1543,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)c1,
1544,O=C(O)C1C=C(O)C(O)C(O)C1,
